record_id,date,year,month,state,port_of_entry,chemical_name,quantity_kg,declared_purpose,importer_name,is_anomaly
PC000682,2018-06-14,2018,6,West Bengal,Kolkata Port,Piperonal,51.5,Pharmaceutical,Importer_2960,False
PC000683,2021-01-14,2021,1,Tamil Nadu,Chennai Port,Piperonal,18.3,Pharmaceutical,Importer_3595,False
PC000684,2020-04-10,2020,4,Tamil Nadu,Chennai Port,Toluene,842.6,Textile/Dye,Importer_9358,False
PC000685,2020-04-26,2020,4,Delhi,Delhi Air Cargo,Ephedrine,46.3,Agrochemical,Importer_6005,False
PC000686,2022-04-11,2022,4,Maharashtra,Nhava Sheva (JNPT),Piperonal,48.0,Industrial Solvent,Importer_8720,False
PC000687,2019-02-14,2019,2,Kerala,Cochin Port,Ephedrine,59.1,Pharmaceutical,Importer_9467,False
PC000688,2018-01-25,2018,1,Delhi,Delhi Air Cargo,Potassium Permanganate,356.3,Agrochemical,Importer_7839,False
PC000689,2019-10-11,2019,10,West Bengal,Kolkata Port,Toluene,917.7,Pharmaceutical,Importer_2801,False
PC000690,2022-03-01,2022,3,Gujarat,Kandla Port,Acetic Anhydride,464.9,Agrochemical,Importer_3816,False
PC000691,2024-12-07,2024,12,Gujarat,Mundra Port,Ephedrine,25.0,Pharmaceutical,Importer_4262,False
PC000692,2021-03-15,2021,3,Delhi,Delhi Air Cargo,Toluene,579.8,Agrochemical,Importer_3617,False
PC000693,2018-10-03,2018,10,Gujarat,Kandla Port,Potassium Permanganate,290.7,Textile/Dye,Importer_7270,False
PC000694,2022-07-20,2022,7,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,350.4,Pharmaceutical,Importer_4029,False
PC000695,2023-06-19,2023,6,Gujarat,Kandla Port,Piperonal,31.6,Textile/Dye,Importer_6650,False
PC000696,2019-09-12,2019,9,Maharashtra,Nhava Sheva (JNPT),Ephedrine,37.8,Pharmaceutical,Importer_7187,False
PC000697,2020-10-03,2020,10,Tamil Nadu,Chennai Port,Pseudoephedrine,60.6,Textile/Dye,Importer_5106,False
PC000698,2023-01-16,2023,1,Maharashtra,Nhava Sheva (JNPT),Toluene,701.2,Agrochemical,Importer_4082,False
PC000699,2019-05-26,2019,5,Kerala,Cochin Port,Pseudoephedrine,49.4,Agrochemical,Importer_3740,False
PC000700,2023-01-24,2023,1,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,337.7,Industrial Solvent,Importer_8033,False
PC000701,2023-02-23,2023,2,Gujarat,Kandla Port,Piperonal,32.1,Pharmaceutical,Importer_7137,False
PC000702,2018-08-23,2018,8,Delhi,Delhi Air Cargo,Piperonal,40.9,Agrochemical,Importer_8742,False
PC000703,2018-12-06,2018,12,West Bengal,Kolkata Port,Pseudoephedrine,57.1,Pharmaceutical,Importer_5066,False
PC000704,2022-02-20,2022,2,West Bengal,Kolkata Port,Acetic Anhydride,3162.1,Agrochemical,Importer_3625,True
PC000705,2021-10-07,2021,10,Tamil Nadu,Chennai Port,Toluene,958.3,Agrochemical,Importer_4339,False
PC000706,2021-11-05,2021,11,Delhi,Delhi Air Cargo,Piperonal,12.7,Textile/Dye,Importer_5831,False
PC000707,2018-07-02,2018,7,Delhi,Delhi Air Cargo,Potassium Permanganate,196.2,Agrochemical,Importer_7148,False
PC000708,2024-02-08,2024,2,Gujarat,Kandla Port,Piperonal,61.4,Textile/Dye,Importer_3092,False
PC000709,2023-11-24,2023,11,West Bengal,Kolkata Port,Acetic Anhydride,404.0,Industrial Solvent,Importer_4178,False
PC000710,2023-03-26,2023,3,West Bengal,Kolkata Port,Acetic Anhydride,637.1,Textile/Dye,Importer_4612,False
PC000711,2019-10-27,2019,10,Delhi,Delhi Air Cargo,Toluene,719.1,Textile/Dye,Importer_5303,False
PC000712,2023-05-16,2023,5,Gujarat,Kandla Port,Pseudoephedrine,42.6,Textile/Dye,Importer_6567,False
PC000713,2018-01-15,2018,1,Gujarat,Kandla Port,Acetic Anhydride,653.2,Pharmaceutical,Importer_6622,False
PC000714,2019-11-13,2019,11,Kerala,Cochin Port,Toluene,1013.5,Pharmaceutical,Importer_7701,False
PC000715,2023-01-26,2023,1,Gujarat,Mundra Port,Toluene,1013.6,Industrial Solvent,Importer_9446,False
PC000716,2020-04-05,2020,4,Maharashtra,Nhava Sheva (JNPT),Ephedrine,53.8,Textile/Dye,Importer_2859,False
PC000717,2019-09-24,2019,9,Gujarat,Kandla Port,Ephedrine,37.7,Textile/Dye,Importer_7832,False
PC000718,2024-10-10,2024,10,Gujarat,Mundra Port,Toluene,968.1,Pharmaceutical,Importer_2382,False
PC000719,2023-06-26,2023,6,Delhi,Delhi Air Cargo,Ephedrine,15.1,Pharmaceutical,Importer_4269,False
PC000720,2021-12-11,2021,12,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,256.4,Pharmaceutical,Importer_5705,False
PC000721,2019-03-24,2019,3,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,282.0,Agrochemical,Importer_9461,False
PC000722,2020-01-26,2020,1,Kerala,Cochin Port,Potassium Permanganate,232.0,Agrochemical,Importer_2511,False
PC000723,2020-11-09,2020,11,Gujarat,Kandla Port,Potassium Permanganate,246.0,Pharmaceutical,Importer_5474,False
PC000724,2022-04-11,2022,4,Gujarat,Mundra Port,Piperonal,42.0,Textile/Dye,Importer_5596,False
PC000725,2024-09-25,2024,9,Delhi,Delhi Air Cargo,Ephedrine,45.2,Industrial Solvent,Importer_5475,False
PC000726,2020-07-06,2020,7,Gujarat,Mundra Port,Potassium Permanganate,208.4,Textile/Dye,Importer_8196,False
PC000727,2021-06-18,2021,6,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,293.0,Industrial Solvent,Importer_8400,False
PC000728,2020-06-11,2020,6,Gujarat,Kandla Port,Toluene,956.5,Industrial Solvent,Importer_7793,False
PC000729,2024-11-25,2024,11,Delhi,Delhi Air Cargo,Pseudoephedrine,61.5,Textile/Dye,Importer_8511,False
PC000730,2018-08-24,2018,8,Gujarat,Kandla Port,Toluene,1073.0,Industrial Solvent,Importer_1032,False
PC000731,2020-10-12,2020,10,Kerala,Cochin Port,Pseudoephedrine,58.9,Textile/Dye,Importer_2582,False
PC000732,2022-02-20,2022,2,Kerala,Cochin Port,Pseudoephedrine,451.6,Pharmaceutical,Importer_6545,True
PC000733,2022-02-24,2022,2,Tamil Nadu,Chennai Port,Toluene,1192.1,Textile/Dye,Importer_5919,False
PC000734,2019-05-11,2019,5,Gujarat,Mundra Port,Pseudoephedrine,83.5,Agrochemical,Importer_1337,False
PC000735,2020-05-18,2020,5,West Bengal,Kolkata Port,Piperonal,59.0,Industrial Solvent,Importer_6477,False
PC000736,2020-06-11,2020,6,Gujarat,Mundra Port,Pseudoephedrine,72.6,Textile/Dye,Importer_4822,False
PC000737,2024-12-13,2024,12,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,68.6,Textile/Dye,Importer_9783,False
PC000738,2023-08-19,2023,8,Gujarat,Mundra Port,Pseudoephedrine,52.4,Pharmaceutical,Importer_8806,False
PC000739,2018-05-21,2018,5,Delhi,Delhi Air Cargo,Potassium Permanganate,306.2,Agrochemical,Importer_3867,False
PC000740,2022-07-05,2022,7,Kerala,Cochin Port,Pseudoephedrine,62.1,Agrochemical,Importer_6037,False
PC000741,2022-05-26,2022,5,Gujarat,Kandla Port,Ephedrine,32.9,Agrochemical,Importer_5034,False
PC000742,2023-11-12,2023,11,Gujarat,Mundra Port,Pseudoephedrine,61.9,Industrial Solvent,Importer_4441,False
PC000743,2020-05-23,2020,5,West Bengal,Kolkata Port,Potassium Permanganate,231.8,Industrial Solvent,Importer_4101,False
PC000744,2020-10-04,2020,10,Kerala,Cochin Port,Pseudoephedrine,78.6,Industrial Solvent,Importer_8610,False
PC000745,2023-10-18,2023,10,Tamil Nadu,Chennai Port,Acetic Anhydride,552.3,Pharmaceutical,Importer_9464,False
PC000746,2023-03-11,2023,3,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,72.5,Textile/Dye,Importer_1258,False
PC000747,2022-10-12,2022,10,Kerala,Cochin Port,Ephedrine,46.1,Textile/Dye,Importer_7163,False
PC000748,2024-09-23,2024,9,Gujarat,Mundra Port,Ephedrine,46.1,Pharmaceutical,Importer_6901,False
PC000749,2023-12-22,2023,12,Gujarat,Mundra Port,Acetic Anhydride,629.5,Agrochemical,Importer_8261,False
PC000750,2018-02-11,2018,2,Gujarat,Kandla Port,Ephedrine,52.8,Industrial Solvent,Importer_8800,False
PC000751,2020-03-25,2020,3,Gujarat,Kandla Port,Piperonal,26.2,Textile/Dye,Importer_8762,False
PC000752,2018-03-23,2018,3,Gujarat,Mundra Port,Toluene,838.4,Industrial Solvent,Importer_6451,False
PC000753,2019-08-01,2019,8,Gujarat,Mundra Port,Acetic Anhydride,599.0,Agrochemical,Importer_5550,False
PC000754,2023-04-08,2023,4,West Bengal,Kolkata Port,Acetic Anhydride,591.2,Agrochemical,Importer_7638,False
PC000755,2018-07-27,2018,7,Maharashtra,Nhava Sheva (JNPT),Toluene,910.2,Pharmaceutical,Importer_9784,False
PC000756,2024-02-24,2024,2,Maharashtra,Nhava Sheva (JNPT),Piperonal,41.4,Pharmaceutical,Importer_7427,False
PC000757,2020-04-22,2020,4,Tamil Nadu,Chennai Port,Toluene,738.3,Pharmaceutical,Importer_5668,False
PC000758,2018-04-19,2018,4,Tamil Nadu,Chennai Port,Toluene,814.3,Industrial Solvent,Importer_4000,False
PC000759,2022-03-23,2022,3,Tamil Nadu,Chennai Port,Potassium Permanganate,235.8,Textile/Dye,Importer_7184,False
PC000760,2021-02-16,2021,2,Gujarat,Kandla Port,Potassium Permanganate,330.9,Industrial Solvent,Importer_8804,False
PC000761,2022-06-04,2022,6,Delhi,Delhi Air Cargo,Toluene,546.8,Industrial Solvent,Importer_8944,False
PC000762,2022-09-08,2022,9,Tamil Nadu,Chennai Port,Ephedrine,41.6,Pharmaceutical,Importer_5825,False
PC000763,2020-09-08,2020,9,Kerala,Cochin Port,Piperonal,228.6,Industrial Solvent,Importer_3226,True
PC000764,2022-06-18,2022,6,Tamil Nadu,Chennai Port,Pseudoephedrine,79.0,Pharmaceutical,Importer_7923,False
PC000765,2023-05-27,2023,5,Gujarat,Kandla Port,Potassium Permanganate,321.1,Agrochemical,Importer_3945,False
PC000766,2018-07-02,2018,7,Kerala,Cochin Port,Piperonal,18.7,Pharmaceutical,Importer_9947,False
PC000767,2019-02-24,2019,2,West Bengal,Kolkata Port,Toluene,774.4,Pharmaceutical,Importer_3245,False
PC000768,2022-02-08,2022,2,Kerala,Cochin Port,Acetic Anhydride,703.7,Textile/Dye,Importer_5001,False
PC000769,2020-05-09,2020,5,Maharashtra,Nhava Sheva (JNPT),Piperonal,28.9,Agrochemical,Importer_9136,False
PC000770,2018-01-24,2018,1,Gujarat,Kandla Port,Ephedrine,51.5,Agrochemical,Importer_3637,False
PC000771,2024-05-20,2024,5,West Bengal,Kolkata Port,Piperonal,27.7,Agrochemical,Importer_9390,False
PC000772,2023-02-21,2023,2,Gujarat,Mundra Port,Ephedrine,13.0,Industrial Solvent,Importer_8558,False
PC000773,2024-07-09,2024,7,Delhi,Delhi Air Cargo,Acetic Anhydride,474.3,Textile/Dye,Importer_8832,False
PC000774,2020-09-20,2020,9,Kerala,Cochin Port,Ephedrine,34.9,Textile/Dye,Importer_3033,False
PC000775,2024-09-14,2024,9,Gujarat,Kandla Port,Piperonal,39.1,Textile/Dye,Importer_6421,False
PC000776,2022-08-23,2022,8,Kerala,Cochin Port,Potassium Permanganate,167.4,Textile/Dye,Importer_9507,False
PC000777,2019-06-04,2019,6,Gujarat,Kandla Port,Acetic Anhydride,592.0,Textile/Dye,Importer_4748,False
PC000778,2018-12-16,2018,12,West Bengal,Kolkata Port,Pseudoephedrine,45.8,Industrial Solvent,Importer_7898,False
PC000779,2018-10-10,2018,10,West Bengal,Kolkata Port,Acetic Anhydride,420.0,Agrochemical,Importer_3934,False
PC000780,2023-06-04,2023,6,Tamil Nadu,Chennai Port,Ephedrine,51.3,Industrial Solvent,Importer_9350,False
PC000781,2020-08-20,2020,8,Tamil Nadu,Chennai Port,Acetic Anhydride,443.6,Pharmaceutical,Importer_2428,False
PC000782,2019-07-16,2019,7,Delhi,Delhi Air Cargo,Piperonal,38.1,Industrial Solvent,Importer_5524,False
PC000783,2024-02-11,2024,2,Gujarat,Kandla Port,Pseudoephedrine,92.4,Textile/Dye,Importer_4166,False
PC000784,2020-07-12,2020,7,Gujarat,Mundra Port,Potassium Permanganate,250.0,Pharmaceutical,Importer_8514,False
PC000785,2020-07-21,2020,7,Kerala,Cochin Port,Potassium Permanganate,376.8,Pharmaceutical,Importer_5509,False
PC000786,2018-06-01,2018,6,West Bengal,Kolkata Port,Potassium Permanganate,381.1,Pharmaceutical,Importer_9063,False
PC000787,2021-12-03,2021,12,Maharashtra,Nhava Sheva (JNPT),Piperonal,25.9,Pharmaceutical,Importer_1675,False
PC000788,2024-03-25,2024,3,West Bengal,Kolkata Port,Ephedrine,33.5,Agrochemical,Importer_4532,False
PC000789,2024-02-25,2024,2,Kerala,Cochin Port,Ephedrine,59.2,Agrochemical,Importer_9101,False
PC000790,2023-02-24,2023,2,Kerala,Cochin Port,Ephedrine,42.5,Agrochemical,Importer_2702,False
PC000791,2023-09-16,2023,9,Kerala,Cochin Port,Piperonal,42.9,Textile/Dye,Importer_3016,False
PC000792,2018-04-17,2018,4,Delhi,Delhi Air Cargo,Toluene,438.0,Pharmaceutical,Importer_7053,False
PC000793,2024-11-22,2024,11,Gujarat,Kandla Port,Ephedrine,50.9,Industrial Solvent,Importer_4101,False
PC000794,2020-09-05,2020,9,Gujarat,Mundra Port,Potassium Permanganate,413.2,Industrial Solvent,Importer_9156,False
PC000795,2019-12-26,2019,12,Delhi,Delhi Air Cargo,Piperonal,43.9,Pharmaceutical,Importer_1414,False
PC000796,2020-11-22,2020,11,West Bengal,Kolkata Port,Toluene,837.7,Agrochemical,Importer_6398,False
PC000797,2018-11-25,2018,11,Kerala,Cochin Port,Potassium Permanganate,406.2,Pharmaceutical,Importer_9008,False
PC000798,2023-10-12,2023,10,Delhi,Delhi Air Cargo,Piperonal,323.1,Industrial Solvent,Importer_9876,True
PC000799,2019-12-04,2019,12,Gujarat,Mundra Port,Toluene,421.3,Industrial Solvent,Importer_6058,False
PC000800,2021-04-20,2021,4,Gujarat,Kandla Port,Ephedrine,45.2,Pharmaceutical,Importer_3760,False
PC000801,2021-11-11,2021,11,Kerala,Cochin Port,Ephedrine,56.9,Pharmaceutical,Importer_9613,False
PC000802,2023-10-12,2023,10,Kerala,Cochin Port,Toluene,1048.0,Textile/Dye,Importer_7864,False
PC000803,2021-03-09,2021,3,Gujarat,Mundra Port,Acetic Anhydride,596.9,Pharmaceutical,Importer_5989,False
PC000804,2018-09-18,2018,9,Delhi,Delhi Air Cargo,Piperonal,27.1,Industrial Solvent,Importer_4956,False
PC000805,2018-12-27,2018,12,Delhi,Delhi Air Cargo,Acetic Anhydride,489.9,Agrochemical,Importer_4597,False
PC000806,2022-06-04,2022,6,Delhi,Delhi Air Cargo,Acetic Anhydride,635.6,Industrial Solvent,Importer_6104,False
PC000807,2022-02-05,2022,2,Tamil Nadu,Chennai Port,Potassium Permanganate,358.6,Industrial Solvent,Importer_1968,False
PC000808,2018-03-04,2018,3,Gujarat,Mundra Port,Potassium Permanganate,493.6,Pharmaceutical,Importer_8257,False
PC000809,2024-10-19,2024,10,Gujarat,Mundra Port,Potassium Permanganate,143.1,Textile/Dye,Importer_5544,False
PC000810,2022-06-13,2022,6,Gujarat,Mundra Port,Toluene,1022.2,Textile/Dye,Importer_1400,False
PC000811,2019-06-26,2019,6,Delhi,Delhi Air Cargo,Piperonal,39.0,Agrochemical,Importer_8664,False
PC000812,2020-10-18,2020,10,Maharashtra,Nhava Sheva (JNPT),Toluene,705.2,Pharmaceutical,Importer_6050,False
PC000813,2022-02-10,2022,2,Tamil Nadu,Chennai Port,Potassium Permanganate,295.6,Textile/Dye,Importer_2555,False
PC000814,2018-12-11,2018,12,Gujarat,Kandla Port,Ephedrine,41.6,Agrochemical,Importer_7484,False
PC000815,2022-09-19,2022,9,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,58.8,Textile/Dye,Importer_9502,False
PC000816,2021-06-09,2021,6,West Bengal,Kolkata Port,Potassium Permanganate,297.1,Industrial Solvent,Importer_2247,False
PC000817,2023-11-03,2023,11,Gujarat,Kandla Port,Toluene,1078.8,Agrochemical,Importer_4723,False
PC000818,2024-07-26,2024,7,Maharashtra,Nhava Sheva (JNPT),Ephedrine,51.0,Industrial Solvent,Importer_2908,False
PC000819,2019-03-20,2019,3,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,70.8,Pharmaceutical,Importer_8207,False
PC000820,2018-12-23,2018,12,Gujarat,Kandla Port,Acetic Anhydride,3195.2,Textile/Dye,Importer_5227,True
PC000821,2024-12-08,2024,12,Kerala,Cochin Port,Ephedrine,40.4,Industrial Solvent,Importer_2219,False
PC000822,2020-05-13,2020,5,West Bengal,Kolkata Port,Ephedrine,47.7,Agrochemical,Importer_5016,False
PC000823,2024-05-01,2024,5,West Bengal,Kolkata Port,Pseudoephedrine,56.3,Pharmaceutical,Importer_3225,False
PC000824,2022-10-12,2022,10,Gujarat,Kandla Port,Potassium Permanganate,271.8,Pharmaceutical,Importer_3542,False
PC000825,2023-09-20,2023,9,Tamil Nadu,Chennai Port,Potassium Permanganate,380.2,Industrial Solvent,Importer_1566,False
PC000826,2020-02-09,2020,2,Gujarat,Kandla Port,Ephedrine,39.9,Agrochemical,Importer_1084,False
PC000827,2021-03-24,2021,3,Maharashtra,Nhava Sheva (JNPT),Toluene,737.9,Agrochemical,Importer_4393,False
PC000828,2019-03-04,2019,3,Gujarat,Kandla Port,Piperonal,37.7,Pharmaceutical,Importer_2712,False
PC000829,2022-01-27,2022,1,West Bengal,Kolkata Port,Pseudoephedrine,66.4,Agrochemical,Importer_7434,False
PC000830,2019-02-07,2019,2,Gujarat,Mundra Port,Toluene,622.2,Pharmaceutical,Importer_4261,False
PC000831,2024-07-22,2024,7,West Bengal,Kolkata Port,Toluene,641.5,Agrochemical,Importer_1406,False
PC000832,2022-08-12,2022,8,Delhi,Delhi Air Cargo,Potassium Permanganate,460.2,Textile/Dye,Importer_4464,False
PC000833,2022-01-08,2022,1,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,58.6,Textile/Dye,Importer_3336,False
PC000834,2020-09-09,2020,9,Maharashtra,Nhava Sheva (JNPT),Toluene,417.4,Industrial Solvent,Importer_5686,False
PC000835,2019-10-14,2019,10,Maharashtra,Nhava Sheva (JNPT),Toluene,851.4,Pharmaceutical,Importer_2379,False
PC000836,2018-07-04,2018,7,Tamil Nadu,Chennai Port,Toluene,807.6,Industrial Solvent,Importer_9019,False
PC000837,2018-09-17,2018,9,West Bengal,Kolkata Port,Piperonal,53.9,Agrochemical,Importer_5785,False
PC000838,2023-07-26,2023,7,West Bengal,Kolkata Port,Potassium Permanganate,293.7,Agrochemical,Importer_9697,False
PC000839,2019-02-25,2019,2,Gujarat,Kandla Port,Piperonal,46.1,Textile/Dye,Importer_7170,False
PC000840,2024-01-15,2024,1,Delhi,Delhi Air Cargo,Potassium Permanganate,400.2,Industrial Solvent,Importer_3098,False
PC000841,2024-09-21,2024,9,Gujarat,Kandla Port,Acetic Anhydride,384.0,Industrial Solvent,Importer_7506,False
PC000842,2020-07-25,2020,7,Tamil Nadu,Chennai Port,Piperonal,46.6,Agrochemical,Importer_2961,False
PC000843,2020-11-05,2020,11,Delhi,Delhi Air Cargo,Ephedrine,45.9,Industrial Solvent,Importer_3610,False
PC000844,2019-06-04,2019,6,Kerala,Cochin Port,Potassium Permanganate,334.0,Industrial Solvent,Importer_8837,False
PC000845,2021-01-25,2021,1,Delhi,Delhi Air Cargo,Ephedrine,58.0,Pharmaceutical,Importer_8151,False
PC000846,2024-03-10,2024,3,Gujarat,Kandla Port,Potassium Permanganate,323.8,Textile/Dye,Importer_1103,False
PC000847,2019-03-22,2019,3,Tamil Nadu,Chennai Port,Pseudoephedrine,57.2,Agrochemical,Importer_3914,False
PC000848,2023-09-10,2023,9,Maharashtra,Nhava Sheva (JNPT),Piperonal,41.4,Pharmaceutical,Importer_6190,False
PC000849,2022-12-06,2022,12,Maharashtra,Nhava Sheva (JNPT),Piperonal,53.3,Pharmaceutical,Importer_1654,False
PC000850,2021-01-18,2021,1,Delhi,Delhi Air Cargo,Toluene,852.0,Pharmaceutical,Importer_3253,False
PC000851,2023-06-03,2023,6,Gujarat,Mundra Port,Ephedrine,48.9,Pharmaceutical,Importer_8740,False
PC000852,2022-05-03,2022,5,Kerala,Cochin Port,Acetic Anhydride,742.4,Industrial Solvent,Importer_2783,False
PC000853,2022-10-15,2022,10,Gujarat,Kandla Port,Potassium Permanganate,231.1,Agrochemical,Importer_1804,False
PC000854,2023-06-10,2023,6,Delhi,Delhi Air Cargo,Pseudoephedrine,69.9,Agrochemical,Importer_4596,False
PC000855,2024-06-10,2024,6,Delhi,Delhi Air Cargo,Toluene,580.0,Pharmaceutical,Importer_6152,False
PC000856,2019-02-04,2019,2,West Bengal,Kolkata Port,Acetic Anhydride,547.5,Textile/Dye,Importer_7682,False
PC000857,2018-07-12,2018,7,Tamil Nadu,Chennai Port,Ephedrine,53.8,Pharmaceutical,Importer_3854,False
PC000858,2020-11-12,2020,11,Gujarat,Mundra Port,Potassium Permanganate,2389.5,Pharmaceutical,Importer_6011,True
PC000859,2019-09-05,2019,9,Gujarat,Mundra Port,Toluene,664.9,Industrial Solvent,Importer_8816,False
PC000860,2024-04-11,2024,4,West Bengal,Kolkata Port,Acetic Anhydride,351.5,Pharmaceutical,Importer_9376,False
PC000861,2023-02-16,2023,2,Gujarat,Mundra Port,Pseudoephedrine,72.5,Pharmaceutical,Importer_4479,False
PC000862,2022-06-18,2022,6,Gujarat,Mundra Port,Ephedrine,52.1,Agrochemical,Importer_3243,False
PC000863,2018-04-22,2018,4,Gujarat,Mundra Port,Pseudoephedrine,51.9,Pharmaceutical,Importer_9841,False
PC000864,2018-02-14,2018,2,Gujarat,Kandla Port,Acetic Anhydride,688.1,Industrial Solvent,Importer_5687,False
PC000865,2018-03-27,2018,3,Gujarat,Kandla Port,Potassium Permanganate,224.0,Industrial Solvent,Importer_5203,False
PC000866,2018-06-09,2018,6,Kerala,Cochin Port,Pseudoephedrine,65.5,Pharmaceutical,Importer_1405,False
PC000867,2024-10-05,2024,10,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,55.1,Agrochemical,Importer_8669,False
PC000868,2024-04-22,2024,4,Gujarat,Mundra Port,Ephedrine,44.3,Textile/Dye,Importer_8239,False
PC000869,2019-07-11,2019,7,West Bengal,Kolkata Port,Ephedrine,46.9,Industrial Solvent,Importer_9212,False
PC000870,2020-09-20,2020,9,Gujarat,Kandla Port,Piperonal,33.4,Pharmaceutical,Importer_4251,False
PC000871,2020-10-19,2020,10,Gujarat,Mundra Port,Potassium Permanganate,400.2,Industrial Solvent,Importer_1687,False
PC000872,2023-10-21,2023,10,Gujarat,Kandla Port,Pseudoephedrine,75.3,Pharmaceutical,Importer_6036,False
PC000873,2019-05-22,2019,5,Maharashtra,Nhava Sheva (JNPT),Acetic Anhydride,474.8,Pharmaceutical,Importer_9784,False
PC000874,2023-06-22,2023,6,Kerala,Cochin Port,Acetic Anhydride,615.4,Pharmaceutical,Importer_6574,False
PC000875,2024-11-27,2024,11,West Bengal,Kolkata Port,Pseudoephedrine,60.1,Agrochemical,Importer_5324,False
PC000876,2020-10-13,2020,10,Gujarat,Kandla Port,Piperonal,40.4,Textile/Dye,Importer_7507,False
PC000877,2023-09-05,2023,9,Delhi,Delhi Air Cargo,Piperonal,39.2,Industrial Solvent,Importer_5223,False
PC000878,2018-01-14,2018,1,Delhi,Delhi Air Cargo,Toluene,924.1,Pharmaceutical,Importer_6582,False
PC000879,2020-04-16,2020,4,West Bengal,Kolkata Port,Pseudoephedrine,43.3,Industrial Solvent,Importer_4047,False
PC000880,2021-05-02,2021,5,Gujarat,Kandla Port,Potassium Permanganate,224.9,Agrochemical,Importer_5354,False
PC000881,2022-10-18,2022,10,Delhi,Delhi Air Cargo,Pseudoephedrine,41.3,Textile/Dye,Importer_3101,False
PC000882,2024-08-08,2024,8,Kerala,Cochin Port,Potassium Permanganate,260.4,Textile/Dye,Importer_7300,False
PC000883,2018-11-25,2018,11,Tamil Nadu,Chennai Port,Ephedrine,43.5,Textile/Dye,Importer_3069,False
PC000884,2021-03-16,2021,3,Gujarat,Mundra Port,Ephedrine,47.5,Textile/Dye,Importer_1988,False
PC000885,2023-01-13,2023,1,West Bengal,Kolkata Port,Pseudoephedrine,359.4,Industrial Solvent,Importer_1121,True
PC000886,2023-10-20,2023,10,West Bengal,Kolkata Port,Toluene,817.6,Textile/Dye,Importer_9802,False
PC000887,2023-09-12,2023,9,Tamil Nadu,Chennai Port,Toluene,575.3,Industrial Solvent,Importer_2509,False
PC000888,2023-12-13,2023,12,Tamil Nadu,Chennai Port,Acetic Anhydride,458.5,Pharmaceutical,Importer_4872,False
PC000889,2021-02-06,2021,2,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,218.8,Textile/Dye,Importer_5399,False
PC000890,2021-08-09,2021,8,Kerala,Cochin Port,Pseudoephedrine,54.4,Textile/Dye,Importer_3853,False
PC000891,2021-08-21,2021,8,Gujarat,Kandla Port,Pseudoephedrine,74.6,Agrochemical,Importer_8726,False
PC000892,2019-12-24,2019,12,Maharashtra,Nhava Sheva (JNPT),Pseudoephedrine,79.5,Textile/Dye,Importer_2592,False
PC000893,2022-12-16,2022,12,West Bengal,Kolkata Port,Toluene,465.9,Pharmaceutical,Importer_5610,False
PC000894,2018-06-23,2018,6,West Bengal,Kolkata Port,Piperonal,39.1,Textile/Dye,Importer_8163,False
PC000895,2020-10-09,2020,10,West Bengal,Kolkata Port,Toluene,653.5,Pharmaceutical,Importer_8010,False
PC000896,2024-03-21,2024,3,Tamil Nadu,Chennai Port,Pseudoephedrine,385.0,Agrochemical,Importer_5368,True
PC000897,2023-11-02,2023,11,Kerala,Cochin Port,Potassium Permanganate,260.2,Textile/Dye,Importer_4524,False
PC000898,2021-09-23,2021,9,Maharashtra,Nhava Sheva (JNPT),Potassium Permanganate,193.0,Agrochemical,Importer_8915,False
PC000899,2024-02-05,2024,2,Kerala,Cochin Port,Pseudoephedrine,77.7,Textile/Dye,Importer_6395,False
PC000900,2020-10-24,2020,10,West Bengal,Kolkata Port,Ephedrine,29.0,Industrial Solvent,Importer_4752,False
PC000901,2019-02-27,2019,2,Gujarat,Kandla Port,Potassium Permanganate,324.7,Textile/Dye,Importer_5077,False
PC000902,2023-06-22,2023,6,Delhi,Delhi Air Cargo,Acetic Anhydride,410.9,Pharmaceutical,Importer_5891,False
PC000903,2018-03-13,2018,3,Gujarat,Kandla Port,Potassium Permanganate,324.0,Textile/Dye,Importer_8356,False
PC000904,2020-03-10,2020,3,West Bengal,Kolkata Port,Pseudoephedrine,48.1,Textile/Dye,Importer_1450,False
PC000905,2023-10-16,2023,10,Kerala,Cochin Port,Acetic Anhydride,529.5,Pharmaceutical,Importer_5435,False
PC000906,2024-01-07,2024,1,Gujarat,Kandla Port,Potassium Permanganate,204.7,Textile/Dye,Importer_5169,False
PC000907,2022-11-09,2022,11,Gujarat,Mundra Port,Toluene,771.3,Textile/Dye,Importer_9161,False
PC000908,2019-06-05,2019,6,Maharashtra,Nhava Sheva (JNPT),Ephedrine,48.7,Pharmaceutical,Importer_4251,False
